TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Thickness
1.1,14.63,6.379582,5.76,7.22,0.08,5.35,2.63,,18.0,106.0,289.0,30.0,202.0,27.0,,166.0,857.0,27.16,519.0,,5.7,1726.0,72.44,143.59,,65.98,12.94,2.94,8.67,0.99,4.79,,2.04,,1.63,0.25,13.2,2.48,,15.9,4.7,0
0.05,16.43,3.35,3.04,2.35,0.06,2.82,3.67,0.08,,24.0,31.0,,24.0,,,114.0,221.0,,,,,444.0,,,,,,,,,,,,,,,,,,,,0
0.73,16.72,5.11,5.15,2.86,0.09,3.07,3.77,0.19,13.3,,23.4,,11.1,,,83.5,522.3,15.1,146.7,6.8,,715.0,22.6,45.6,5.4,20.9,4.2,1.0,3.5,0.5,3.1,0.6,1.6,0.2,1.4,0.2,4.2,,,10.1,2.8,0
0.4,16.18,3.518218,2.43,0.71,0.4,2.96,3.91,0.17,5.3,55.0,9.0,,2.8,15.6,136.0,86.57,657.0,6.0,108.0,3.3,4.57,660.0,18.7,35.1,4.2,15.5,2.4,0.8,1.6,0.2,1.2,0.2,0.5,0.1,0.6,0.1,2.9,0.2,8.6,5.0,1.9,0
0.84,16.7,5.6,5.5,3.2,0.11,2.8,3.8,0.22,,,39.0,,8.0,,,84.0,518.0,,,,,,,,,,,,,,,,,,,,,,,,,0
0.97,16.75,5.974672,5.69,3.05,0.09,2.44,4.08,0.26,10.0,149.0,74.0,23.5,19.0,43.0,105.0,65.9,595.0,13.5,173.0,7.87,,850.0,28.03,56.56,6.81,26.96,4.97,1.25,4.01,0.54,2.75,0.52,1.31,0.18,1.06,0.17,4.16,0.53,9.95,5.41,1.38,0
0.329,14.1,1.430682,0.96,0.32,0.066,4.58,4.84,0.061,,65.0,44.0,,10.0,,,72.0,474.0,19.0,126.0,9.0,,924.0,,,,,,,,,,,,,,,,,,,,0
0.7,16.04,8.58,12.02,6.39,0.18,0.31,1.77,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.29,14.65,7.621986,8.19,6.92,0.13,1.28,2.69,0.05,,,205.0,,,,,145.0,146.0,8.0,43.0,,,,,,,,,,,,,,,,,,,,,,,1
0.71,16.85,5.974672,6.41,3.7,0.11,1.18,4.19,0.26,13.8,145.0,70.0,21.0,55.0,,,23.5,690.0,13.0,116.0,4.3,,618.0,15.0,27.0,,17.5,3.9,1.05,3.2,,2.3,,1.3,,1.16,,,,,2.85,,0
0.83,17.71,5.866696,5.65,2.47,0.1,2.32,3.66,0.34,,136.0,14.0,107.0,1.0,40.0,100.0,59.0,963.0,17.0,146.0,8.0,,834.0,,,,,,,,,,,,,,,,,,,,0
0.92,16.4,4.99389,4.6,2.2,0.08,3.05,4.06,0.28,,96.0,23.0,33.0,7.0,13.0,81.0,87.0,718.0,14.0,188.0,11.0,,1065.0,,,,,,,,,,,,,,,,,,,,0
1.29,16.38,9.19,11.66,6.72,0.17,0.22,2.93,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.6,16.3,3.8,4.0,1.9,0.1,3.0,4.4,0.2,,,,,,,,,559.0,,165.0,8.0,,,,,,,,,,,,,,,,,,,,,,0
0.989,16.6,5.659742,5.73,3.21,0.09,2.35,4.22,0.327,12.7,107.0,123.0,5.0,15.0,2.0,102.0,198.0,286.0,33.0,196.0,20.0,,741.0,47.0,83.0,,36.0,7.4,1.58,,0.9,5.4,,,,,0.29100000000000004,5.7,1.23,24.0,14.0,4.5,0
1.32,15.81,10.662186,10.98,5.09,0.17,0.68,3.3,0.19,28.0,300.0,24.0,34.0,42.0,94.0,97.0,11.0,190.0,22.0,80.0,3.4,,150.0,8.3,19.0,,14.0,5.5,1.9,5.7,,6.0,1.4,3.5,,2.7,,3.5,,0.97,,,1
1.31,16.29,6.361586,5.49,3.28,0.1,2.92,4.4,0.46,14.0,20.0,5.0,1.0,,,54.0,52.0,298.0,13.0,48.0,3.0,,388.0,,,,,,,,,,,,,,,,,,,,0
1.06,16.92,7.83,11.52,7.26,,0.27,2.65,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.66,15.82,8.980004,12.65,6.83,0.17,0.27,1.47,0.09,36.6,,77.7,70.4,38.7,34.3,62.2,4.58,158.0,14.6,22.1,0.276,0.211,82.9,1.81,4.64,0.789,4.31,1.61,0.62,2.12,0.39,2.66,0.57,1.63,0.24,1.61,0.245,0.851,0.02,1.63,0.23,0.147,1
0.68,16.7,5.182848,5.22,2.16,0.08,1.79,4.28,0.2,8.1,136.0,12.0,17.5,10.0,,,48.0,560.0,11.6,105.0,6.3,,840.0,19.0,38.0,,17.5,3.7,1.03,2.6,,2.25,,1.0,,0.9,,,,,5.9,,0
0.83,17.45,5.956676,5.74,2.94,0.1,2.06,4.36,0.28,13.13,141.87,11.08,15.77,,,,,616.31,15.09,151.32,,,790.04,,,,,,,,,,,,,,,,,,,,0
0.54417836,14.79538796,2.942502099,2.426836156,1.066084951,0.059808804000000014,4.528444473,4.159024977,0.189392822,6.5,58.6,13.5,,0.340747843,32.9,64.6,266.7,270.3,19.6,179.6,18.0,23.9,489.9,42.4,89.5,10.32270396,38.2,7.26486594,1.244177266,5.574733641,0.781362419,4.069502817,0.7083325229999999,1.759823249,0.252899182,1.562684509,0.233308621,5.266764388,2.15370696,45.2,26.8,10.5,0
0.39,16.2,4.481004,4.92,2.28,0.08,1.79,3.96,0.14,10.6,112.0,44.0,14.0,24.0,,,45.0,498.0,8.6,80.0,3.0,,852.0,12.4,22.5,,11.0,2.2,0.65,2.1,,1.45,,0.8,,0.77,,,,,3.5,,0
0.55,16.35,6.16363,6.0,3.7,0.1,1.33,3.88,0.15,15.7,163.0,133.0,23.0,44.0,,,29.0,472.0,10.2,85.0,2.8,,635.0,9.5,20.0,,11.0,2.4,0.73,2.4,,1.8,,1.0,,0.9,,,,,2.25,,0
0.7,15.66,3.477456,3.43,1.47,0.05,3.46,4.32,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.71,16.2,5.452788,5.66,3.65,0.1,2.09,3.95,0.19,13.2,130.0,112.0,19.0,47.0,,,58.0,505.0,15.2,154.0,5.8,,880.0,19.7,37.0,,19.5,,0.98,,,2.7,,1.6,,1.4,,,,,8.7,,0
0.24,13.79,1.21473,1.18,0.29,0.05,4.34,3.48,0.03,1.9,10.0,2.0,2.0,1.5,,,165.0,199.0,12.0,156.0,11.0,,997.0,29.5,55.0,,20.4,,0.57,,,1.9,,1.25,,1.19,,,,,21.1,,0
0.17,9.66,7.777356,5.94,14.74,0.14,0.68,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.7,16.22,4.81393,4.03,2.16,0.09,3.24,3.36,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.47,14.9,2.888358,3.33,1.74,0.04,3.56,3.46,0.12,6.79,,,,,,,156.0,347.0,9.19,126.0,11.9,6.66,702.0,39.9,74.0,7.53,27.3,4.35,0.94,3.25,0.38,1.97,0.34,0.87,0.13,0.87,0.13,5.43,1.14,26.1,18.4,5.6,0
0.09,13.32,0.4499,0.66,0.14,0.1,4.61,3.36,0.04,3.7,,,,,,,167.0,56.0,20.55,34.0,32.6,5.06,290.0,10.2,23.7,2.72,8.7,2.79,0.47,2.91,0.56,3.94,0.76,2.07,0.31,2.09,0.29,2.08,1.95,22.1,10.5,4.8,0
0.53,17.6,6.15,7.17,3.38,0.13,1.09,3.66,0.22,18.0,132.0,20.0,,11.0,36.0,74.0,15.6,832.0,14.6,69.0,2.72,0.76,495.0,14.1,25.9,3.18,13.4,3.07,0.96,2.66,0.41,2.54,0.53,1.45,0.21,1.34,0.22,2.05,0.16,7.23,3.65,1.32,0
0.8,17.07,6.79,5.49,2.64,0.1,2.26,4.11,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.67,16.12,4.975894,5.76,5.18,0.11,1.88,2.04,0.22,17.63,,,,,,,57.0,499.0,,116.0,,2.97,943.0,19.24,37.41,,19.88,3.83,0.97,,0.41,,,,,1.62,0.25,3.68,,,10.28,5.12,0
0.49,14.63,9.438902,11.26,6.43,0.18,0.39,1.41,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.83,17.5,5.722728,6.14,3.47,0.09,2.37,4.08,0.23,,129.0,54.0,35.0,19.0,48.0,79.0,47.0,684.0,15.0,141.0,8.0,,756.0,,,,,,,,,,,,,,,,,11.0,,,0
0.87,15.23,9.09,12.71,7.97,0.17,0.057,1.94,0.068,41.9,275.0,323.0,41.4,92.0,90.0,68.4,0.82,85.0,22.7,43.8,0.62,0.01,9.8,1.3,4.56,0.85,4.94,1.83,0.72,0.53,2.89,3.64,0.81,2.33,,2.39,0.38,1.27,0.054000000000000006,0.4,0.063,0.024,1
1.33,15.78,8.377138,12.4,5.94,0.15,0.44,1.99,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.43,16.44,8.71,11.75,8.22,0.17,0.1,3.06,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.7,16.5,6.7485,6.65,4.54,0.11,1.57,3.75,0.18,17.4,164.0,158.0,24.0,51.0,,,35.5,534.0,12.1,90.0,4.6,,630.0,16.0,31.0,,15.0,3.2,0.95,2.6,,2.2,,1.1,,0.94,,,,,3.5,,0
0.64,16.2,4.561986,4.75,2.68,0.09,2.4,4.14,0.17,10.0,102.0,74.0,18.0,29.0,,,67.5,486.0,14.8,168.0,6.1,,1015.0,22.0,41.0,,20.5,,0.97,,,2.6,,1.5,,1.37,,,,,10.7,,0
0.65,17.09,3.581204,4.22,1.5,0.08,3.49,4.25,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.72,15.8,9.735836,9.58,5.2,0.17,3.18,2.17,0.46,30.3,254.0,114.0,33.1,18.0,,,52.0,1063.0,21.0,61.0,,0.55,674.0,7.2,16.4,,11.5,3.1,1.11,,0.63,,,,,1.97,0.34,1.43,0.07,11.0,0.97,0.78,1
0.79,17.65,5.9386800000000015,5.6,2.75,0.1,1.62,4.4,0.22,10.5,140.0,10.0,19.0,14.0,,,39.0,640.0,12.8,90.0,6.0,,680.0,17.2,35.0,,17.8,3.7,1.1,2.75,,2.35,,1.1,,1.05,,,,,4.75,,0
0.71,15.75,7.78327,12.66,8.33,0.15,0.11,1.69,0.06,33.0,291.0,297.0,36.0,89.0,145.0,69.0,3.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,1
1.8,14.8,7.942586,6.65,7.59,0.13,3.57,2.75,0.75,,,,32.0,59.0,28.0,105.0,106.0,803.0,,311.0,,,,,,,,,,,,,,,,,,,,,,,0
1.22,14.77,10.07,11.75,6.45,0.2,0.25,2.73,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.46,16.94,3.473228,3.99,1.17,0.1,3.3,3.98,0.19,16.1,110.0,67.0,,23.0,,,147.0,305.0,30.0,254.0,11.0,,572.0,25.5,52.0,,22.8,5.67,0.85,,0.84,,1.38,,0.35,2.68,0.4,6.3,1.7,,16.0,4.1,0
0.71,16.05,5.947678,6.67,4.27,0.1,1.6,3.91,0.21,17.0,170.0,109.0,21.0,51.0,,,36.0,730.0,15.0,130.0,4.9,,730.0,23.5,45.5,,23.2,4.7,1.21,3.75,,2.5,,1.3,,1.28,,,,,6.8,,0
0.1,6.22,9.41353,3.05,20.81,0.16,0.88,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.55,17.39,4.166074,3.45,1.42,0.08,2.4,3.95,0.18,7.867341785,78.79080806,12.20319649,10.12186602,8.809341754,,,70.09797469,468.0516399,12.38264525,161.5078265,6.829970145,,1175.0895890000004,19.7257414,35.49884313,,16.23758895,2.855765239,0.8646326259999999,2.7722172080000003,,2.220062272,,1.117912388,,1.080292501,,,,13.23539949,7.254700361,,0
0.6659999999999999,17.65,5.26,5.94,2.31,0.08800000000000001,1.44,4.32,0.205,12.7,104.0,26.0,,8.0,,,30.7,554.0,13.53,121.0,5.06,,604.0,14.62,28.18,3.47,14.76,3.59,1.06,3.17,0.49,2.68,0.51,1.27,0.19,1.11,0.18,3.14,0.91,7.88,3.12,1.21,0
1.23,10.8,14.85,10.19,6.59,0.155,0.41,2.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.39,14.1,2.726394,2.79,0.86,0.09,3.35,3.34,0.09,,,,,,,,109.0,211.0,37.0,193.0,26.0,,1170.0,59.8,117.0,10.6,39.2,6.5,1.24,6.6,1.0,4.9,1.17,2.8,0.5,3.1,0.55,,,,14.0,3.0,0
0.85,16.55,9.945712,9.85,4.36,0.19,0.65,1.99,0.13,,,3.0,,12.0,,,9.0,217.0,20.0,52.0,1.0,,114.0,,9.0,,,,,,,,,,,,,,,,,,1
0.45,16.35,4.58898,4.82,2.18,0.08,2.05,4.0,0.15,9.0,116.0,38.0,15.0,25.0,,,52.5,525.0,8.4,60.0,3.4,,830.0,16.5,29.0,,14.5,2.7,0.75,2.5,,1.5,,0.8,,0.64,,,,,5.0,,0
1.08,15.46,9.77,11.25,6.15,0.18,0.19,2.44,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.79,16.61,6.1,6.4,5.08,0.1,1.85,3.85,0.2,19.5,159.3,242.1,,58.3,201.6,107.6,48.3,554.1,17.0,137.9,6.9,0.0,617.3,15.0,41.0,,18.9,,,,,,,,,,,,,14.9,4.5,1.0,0
0.910993605,15.70897431,9.685020433,11.29871646,6.091859321,0.183256638,1.001843964,2.137820927,0.26802227300000003,40.48732107,248.0948492,384.2947905,41.73233862,91.29209957,98.99067291,62.55878780000001,16.2034449,218.7418058,18.08977436,42.82433863,1.906426064,0.357255782,138.7662989,3.819688964,9.4954971,1.475397197,7.477852256,2.208006933,0.7976982890000001,2.765870635,0.461752708,2.950369045,0.638736309,1.819249184,,1.799173493,0.284889887,1.151092209,0.12360457,1.562674153,0.412252695,0.236407253,1
1.18,14.88,11.56,9.91,5.36,0.22,0.23,2.35,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.83,15.03,10.01,10.68,5.66,,0.45,4.03,0.19,,,,,,,,2.88,217.0,,,,,35.4,6.68,17.5,,13.4,3.93,1.56,4.96,,5.59,,3.4,,3.21,,,,0.66,,,1
0.82,17.54,9.231948,10.41,5.22,0.2,0.55,2.64,0.1,,259.0,37.0,,24.0,,86.0,8.1,291.0,22.8,57.9,0.81,,167.0,3.55,9.11,1.5,7.58,2.39,0.86,3.23,0.6,3.57,0.7909999999999999,2.26,0.359,2.3,0.365,1.63,0.07,2.42,0.3670000000000001,0.198,1
0.77,16.8,5.335814,5.48,2.75,0.1,2.57,4.27,0.34,10.6,130.0,20.0,17.0,21.0,,,76.0,970.0,13.4,172.0,8.2,,1210.0,44.0,82.0,,35.0,,1.4,,,2.55,,1.4,,1.1,,,,,3.9,,0
0.84,17.1,6.20862,5.8,3.0,0.09,1.87,3.8,0.21,14.8,162.0,40.0,19.0,26.0,,,54.0,610.0,19.0,142.0,6.6,,830.0,30.3,41.0,,32.0,6.25,1.48,4.9,,3.5,,2.0,,1.51,,,,,6.45,,0
0.98,16.65,6.397578,6.31,4.28,0.1,2.11,3.76,0.35,15.35,202.88,197.1,20.14,87.71,,,,651.21,16.29,201.55,,,830.64,,,,,,,,,,,,,,,,,,,,0
0.66,16.24,4.48,4.38,2.35,0.08,3.07,4.08,0.2,10.6,,26.3,,3.9,,,88.1,564.1,13.1,133.0,6.9,,805.0,24.0,47.7,5.6,21.3,4.2,1.0,3.3,0.5,2.7,0.5,1.3,0.2,1.1,0.2,4.0,,,10.1,2.8,0
0.89,16.1,8.76,12.3,7.31,0.17,0.098,1.92,0.095,37.9,268.0,147.0,38.8,86.0,85.0,67.8,1.26,132.0,22.1,44.1,0.62,0.02,11.8,1.44,4.74,0.92,5.12,1.88,0.72,0.52,2.88,3.56,0.8,2.27,,2.36,0.36,1.31,0.051,0.44,0.065,0.029,1
1.35,16.6,7.68,6.15,2.2,0.13,2.3,3.4,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.81,17.9,6.784492,6.4,3.66,0.13,1.86,4.48,0.37,13.0,148.0,31.0,22.0,28.0,,,43.0,870.0,16.0,145.0,8.6,,950.0,27.5,53.0,,27.0,5.2,1.3,4.05,,2.9,,1.5,,1.4,,,,,4.6,,0
0.76,14.9,10.35459,8.96,3.3,0.17,0.66,2.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.14,18.13,7.504332000000002,6.83,3.5,0.12,1.86,4.28,0.38,15.3,190.0,13.0,21.0,14.0,,,44.5,726.0,22.0,153.0,8.0,,825.0,23.0,47.0,,28.0,5.3,1.54,5.15,,4.0,,2.3,,1.9,,,,,5.4,,0
1.33,16.14,9.08,11.41,6.1,0.19,0.14,2.98,0.1,,,,,,,,1.46,169.0,27.0,79.0,0.95,,29.0,,,,,,,,,,,,,,,,,,,,1
0.73,17.55,5.740724,5.55,2.82,0.1,2.11,4.25,0.25,11.5,128.0,38.0,18.0,23.0,,,41.0,800.0,14.0,170.0,6.2,,900.0,30.5,63.0,,26.0,4.8,1.25,3.8,,2.55,,1.2,,1.1,,,,,2.65,,0
0.7240000000000001,19.14,5.02,6.37,1.91,0.08900000000000001,1.76,4.37,0.23,13.5,173.0,38.0,,15.0,,,43.9,652.0,16.03,109.0,5.81,,706.0,18.22,34.99,4.17,17.31,3.98,1.13,3.46,0.52,2.96,0.56,1.46,0.2,1.28,0.2,3.35,0.39,8.83,5.04,1.61,0
0.51,16.52,5.290824,5.88,3.76,0.09,1.35,4.18,0.33,15.6,102.0,134.0,,40.0,40.0,63.0,28.0,495.0,9.0,96.0,3.1,0.46,600.0,9.1,17.5,2.2,10.2,2.1,0.6,1.9,0.3,1.6,0.3,0.8,0.1,0.8,0.1,2.1,0.3,5.0,1.9,0.8,0
0.13,12.29,0.856894,1.0,0.19,0.06,2.99,4.13,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.88,17.68,8.044212,8.14,5.35,0.17,1.01,3.08,0.24,31.0,256.0,61.0,,12.0,,,15.0,544.0,21.0,94.0,2.1,,222.0,9.7,25.0,,13.0,,,,,,,,,,,,,,,,1
0.88,17.35,9.02,12.56,8.73,0.17,0.03,2.59,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.27,15.6,1.48,1.41,0.47,0.0,4.46,3.04,0.25,,,3.7,,,,55.3,310.0,350.0,,97.0,15.0,25.3,674.0,36.0,67.5,,32.9,5.65,0.86,3.5,0.64,,,,,0.93,0.09,3.39,2.25,,13.7,11.9,0
0.7,15.8,3.32926,4.1,1.5,0.1,2.7,4.4,0.2,5.8,82.0,,,,,,63.0,640.0,8.2,200.0,9.2,1.5,770.0,35.0,71.0,8.0,31.0,5.1,1.3,3.7,0.35,1.8,0.29,0.72,0.09,0.55,0.07,5.8,0.5,15.0,5.5,1.1,0
0.91,16.2,4.6249720000000005,4.59,2.14,0.07,3.12,4.55,0.354,13.0,84.0,108.0,11.0,32.84162759,14.94917561,124.0,254.0,343.0,20.0,112.0,25.0,15.37838975,492.0,34.41023091,64.18108017,7.16835557,25.90112608,5.478083438,0.8182278609999999,5.051800958,0.59111073,3.1791679260000003,0.605485011,1.6778987930000002,,1.721287534,,4.3461487010000015,6.344821382,28.0,26.36633773,11.77313246,0
1.0,15.75,5.344812,5.21,2.62,0.08,2.82,4.14,,,,,,17.0,,,76.8,760.4,13.5,186.0,7.6,,951.1,,,,,,,,,,,,,,,6.7,,,8.7,,0
0.6,15.7,6.92846,7.35,5.0,0.12,1.15,3.25,0.15,23.0,185.0,225.0,27.0,65.0,,,22.5,410.0,14.6,78.0,2.6,,520.0,8.0,16.5,,10.5,,0.7,,,2.2,,1.3,,1.325,,,,,,,0
1.23,15.35,8.080204,11.16,7.23,0.14800000000000002,0.56,2.69,0.16,30.0,250.0,245.0,35.0,127.0,,56.0,7.9,169.0,33.0,85.0,3.47,0.08,20.0,3.5,8.3,,,,1.21,,0.63,,,,,,,2.2,0.17,,0.4,0.11,1
0.7,16.6,7.55832,7.3,4.86,0.12,0.78,3.45,0.17,21.0,210.0,216.0,32.0,69.0,,,11.4,455.0,23.0,75.0,3.2,,400.0,9.0,18.5,,14.0,3.5,1.08,4.25,,3.85,,2.1,,1.8,,,,,1.05,,0
0.81,19.94,8.701066,10.66,3.47,0.18,0.44,2.55,0.09,,265.0,2.0,,12.0,,78.0,6.1,303.0,21.6,53.4,0.67,,162.0,2.75,7.53,1.28,6.59,2.21,0.83,2.96,0.573,3.51,0.7809999999999999,2.17,0.353,2.22,0.358,1.55,0.059,1.92,0.252,0.155,1
1.06,16.1,4.62926,4.3,2.5,0.08,3.3,4.5,0.38,,70.0,,25.0,35.0,107.0,82.0,97.0,800.0,14.0,258.0,9.0,,,,,,,,,,,,,,,,,,,,,,0
0.62,15.73,4.310042,4.56,2.68,0.09,2.41,4.1,0.19,10.04,93.0,,14.41,25.41,32.62,67.81,82.72,482.51,15.49,191.53,6.79,3.7,1118.24,21.71,47.0,5.46,20.93,4.01,1.03,3.4,0.48,2.78,0.55,1.54,0.2,1.47,0.22,4.88,0.5,16.54,10.53,3.33,0
1.93,14.11,13.29,10.17,5.41,0.25,0.08,2.85,0.13,,,11.0,,37.0,,,1.1,63.01,30.88,73.6,1.05,,10.0,2.13,6.74,1.32,7.81,2.69,1.1,,0.8,5.07,1.11,3.29,,3.53,,,0.14,0.66,0.18,,1
0.61,16.2,3.932126,4.24,2.19,0.09,2.32,3.92,0.23,8.9,91.0,50.0,8.5,9.0,,,65.0,578.0,17.8,146.0,8.6,,990.0,25.5,50.0,,23.0,4.65,1.16,3.5,,3.25,,1.6,,1.58,,,,,8.3,,0
1.14,16.22,8.486754,12.16,7.98,0.12,0.12,2.11,0.11,,,155.0,,73.0,,,1.0,131.0,22.0,45.0,1.0,,36.0,,7.0,,,,,,,,,,,,,,,,,,1
0.85,17.5,6.92846,6.93,3.65,0.17,1.29,3.85,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.77,17.2,5.136674,4.52,1.93,0.12,2.56,4.8,0.36,,,,,0.0,,,,,,,,,,,47.4,,25.0,5.8,1.5,4.4,0.81,,,,0.41,2.55,0.41,,,,,,0
0.97,15.82,5.119862,5.18,2.21,0.07,2.95,4.53,0.48,,134.0,40.0,,,,,89.0,1007.0,12.0,194.0,13.0,,1274.0,58.0,111.0,12.8,38.3,6.9,1.67,4.9,0.6,2.7,0.5,1.3,,1.0,0.15,,,12.0,10.5,2.1,0
0.83,18.19,7.28,7.0,3.48,0.12,1.46,4.05,0.21,18.7,17.0,4.0,,4.0,,,35.7,610.0,15.1,143.0,4.78,,608.0,15.58,29.81,3.63,15.38,3.73,1.1,3.31,0.51,2.99,0.57,1.46,0.21,1.27,0.2,3.02,0.33,8.23,3.98,1.31,0
0.7,15.5,3.608198,3.12,1.47,0.07,3.45,4.2,0.33,5.73,,12.0,7.0,,,,99.0,653.0,,158.0,10.9,,1265.0,41.78,81.75,,36.75,5.36,1.31,,0.43,,,,,0.76,0.16,5.62,0.81,,7.68,,0
0.68,15.93,4.36,4.46,2.57,0.08,2.9,4.08,0.2,,,103.0,,14.0,,,92.44,539.0,13.2,232.0,8.31,,878.0,24.96,50.04,5.85,23.6,4.39,0.96,0.51,3.66,2.94,0.54,1.5,0.21,1.4,0.21,4.7,0.64,15.17,6.55,1.62,0
2.01,18.11,13.356278,9.46,2.55,0.18,0.83,2.84,0.2,42.0,360.0,83.0,19.0,40.0,148.0,132.0,26.0,278.0,28.0,101.0,20.0,,230.0,13.0,16.0,3.5,18.0,4.8,1.4,4.7,0.9,4.3,1.0,2.8,0.4,2.7,0.4,2.3,0.6,,0.0,1.2,1
0.8,15.51,4.085092,3.72,1.83,0.05,3.57,4.12,0.28,7.5,97.9,34.3,11.8,20.6,,,140.0,693.0,13.1,146.0,9.3,,1020.0,46.2,94.6,,40.1,6.1,1.3,4.2,,2.5,,0.7,,1.0,,,,,16.4,,0
1.24,14.57,10.76,12.35,7.5,0.17,0.05,2.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.95,17.5,7.549322,6.9,4.16,0.12,1.62,3.86,0.29,13.0,188.0,57.0,24.0,43.0,,,30.0,772.0,12.5,112.0,5.5,,702.0,16.5,35.0,,20.0,4.05,1.22,3.7,,2.45,,1.2,,1.0,,,,,3.4,,0
1.37,16.18,8.82,12.1,7.74,0.15,0.09,2.92,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.154,13.3,0.92,1.08,0.2,0.076,4.42,4.07,0.028,,,,,,,,115.0,131.0,12.0,63.0,14.0,2.01,1069.0,13.45,36.84,2.74,9.43,1.53,0.34,1.19,0.19,1.07,0.21,0.65,0.1,0.68,0.11,2.46,0.89,22.15,4.21,0.47,0
0.52,16.5,4.67896,4.76,1.64,0.06,1.13,4.3,0.12,6.2,106.0,12.0,11.0,4.0,,,23.0,442.0,7.0,72.0,2.8,,612.0,7.5,16.0,,9.7,2.4,0.71,2.8,,1.4,,0.6,,0.45,,,,,1.45,,0
1.61,16.38,8.38,10.6,7.33,,0.35,3.27,0.18,,,,,,,,4.12,200.0,,,,,42.3,7.72,17.8,,12.7,3.77,1.36,4.84,,5.36,,3.29,,3.2,,,,0.78,,,1
0.75,17.0,7.486336,7.3,4.53,0.13,0.91,3.42,0.19,24.0,200.0,160.0,29.0,52.0,,,14.0,490.0,15.0,90.0,3.1,,515.0,10.2,22.5,,14.0,,0.9,,,2.7,,1.4,,1.425,,,,,,,0
0.65,15.9,4.191624,4.15,2.37,0.07,3.02,4.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.08,15.51,10.06,11.04,6.15,0.19,0.21,2.37,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,17.66,10.537476,11.0,4.57,0.2,0.63,2.4,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.57,14.7,9.2,12.51,7.29,0.17,0.18,1.06,0.05,,249.0,147.0,36.0,426.0,88.0,62.0,,141.0,,,,,,,,,,,,,,,,,,,,,,,,,1
1.37,15.96,8.43,11.21,6.71,,0.2,2.86,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.91,15.25,4.256054,3.83,1.96,0.06,3.46,4.23,0.35,,92.0,37.0,25.0,33.0,37.0,102.0,97.0,895.0,11.0,198.0,9.0,,1209.0,,,,,,,,,,,,,,,,,21.0,,,0
0.82,16.71,6.289602,6.45,4.27,0.11,1.78,3.97,0.23,,,117.0,,47.0,,,45.8,602.0,,,,,,18.4,,,,,,,,,,,,1.41,,,,,,,0
